antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'SVG', 'CKING', 'ATM'})",frozenset({'HMEQLC'}),0.24852959579526968,0.164685270929796,0.06094356150669503,0.24521651560926486,1.4890008937945558,0.020014397689078353,1.1066944976206972
"frozenset({'SVG', 'HMEQLC', 'ATM'})",frozenset({'CKING'}),0.06094356150669503,0.8578400700788387,0.06094356150669503,1.0,1.1657184536834428,0.008663732432937749,inf
"frozenset({'CKING', 'HMEQLC', 'ATM'})",frozenset({'SVG'}),0.0853460142660493,0.6186960330371668,0.06094356150669503,0.7140762463343109,1.1541632856912376,0.008140321044756885,1.3335861818905244
"frozenset({'SVG', 'CKING'})","frozenset({'HMEQLC', 'ATM'})",0.5417344512576648,0.0853460142660493,0.06094356150669503,0.1124971124971125,1.3181296568393344,0.014708685301247977,1.0305926872051725
"frozenset({'SVG', 'HMEQLC'})","frozenset({'CKING', 'ATM'})",0.11150043799274184,0.36190714553873105,0.06094356150669503,0.5465768799102132,1.5102682736384903,0.02059075626642356,1.4072790428836401
"frozenset({'SVG', 'ATM'})","frozenset({'CKING', 'HMEQLC'})",0.25691402828181703,0.164685270929796,0.06094356150669503,0.23721383341451535,1.4404070994037934,0.018633605153438718,1.0950837412395458
"frozenset({'CKING', 'HMEQLC'})","frozenset({'SVG', 'ATM'})",0.164685270929796,0.25691402828181703,0.06094356150669503,0.37006079027355626,1.4404070994037936,0.018633605153438718,1.1796153664428575
"frozenset({'CKING', 'ATM'})","frozenset({'SVG', 'HMEQLC'})",0.36190714553873105,0.11150043799274184,0.06094356150669503,0.16839557399723376,1.5102682736384903,0.02059075626642356,1.0684161053326366
"frozenset({'HMEQLC', 'ATM'})","frozenset({'SVG', 'CKING'})",0.0853460142660493,0.5417344512576648,0.06094356150669503,0.7140762463343109,1.3181296568393344,0.014708685301247977,1.6027543807296032
frozenset({'SVG'}),"frozenset({'CKING', 'HMEQLC', 'ATM'})",0.6186960330371668,0.0853460142660493,0.06094356150669503,0.0985032362459547,1.1541632856912374,0.008140321044756885,1.0145948632417887
frozenset({'CKING'}),"frozenset({'SVG', 'HMEQLC', 'ATM'})",0.8578400700788387,0.06094356150669503,0.06094356150669503,0.07104303428154632,1.1657184536834428,0.008663732432937749,1.01087184137431
frozenset({'HMEQLC'}),"frozenset({'SVG', 'CKING', 'ATM'})",0.164685270929796,0.24852959579526968,0.06094356150669503,0.37006079027355626,1.489000893794556,0.020014397689078353,1.1929252737435767
frozenset({'ATM'}),"frozenset({'SVG', 'CKING', 'HMEQLC'})",0.3845576273307471,0.11150043799274184,0.06094356150669503,0.1584770582492678,1.4213133248820415,0.018065217625867137,1.055823338765779
